speaker,word,n
lord robert montagu,real,9
lord robert montagu,objections,8
lord robert montagu,abolition,7
lord robert montagu,conscience,7
lord robert montagu,nation,7
lord robert montagu,churches,6
lord robert montagu,england,6
lord robert montagu,establishment,6
lord robert montagu,pay,6
mr. childers,000,1
mr. childers,100,1
mr. childers,400,1
mr. childers,50,1
mr. childers,clergymen,1
mr. childers,favour,1
mr. childers,hardly,1
mr. childers,inhabitants,1
mr. childers,majority,1
mr. childers,manchester,1
mr. childers,reduction,1
mr. childers,require,1
mr. childers,spiritual,1
mr. childers,strongly,1
mr. childers,sufficient,1
mr. childers,supply,1
mr. childers,surplus,1
mr. childers,wants,1
mr. cardwell,000,414
mr. cardwell,country,357
mr. cardwell,trade,331
mr. cardwell,government,308
mr. cardwell,law,289
mr. cardwell,time,266
mr. cardwell,year,197
mr. cardwell,parliament,190
mr. cardwell,public,181
mr. cardwell,power,163
mr. cardwell,system,161
mr. cardwell,ireland,139
mr. cardwell,tax,129
mr. cardwell,duty,127
mr. cardwell,war,127
mr. cardwell,interest,110
mr. cardwell,england,108
mr. cardwell,income,108
mr. cardwell,money,104
mr. cardwell,cardwell,101
mr. grant duff,government,16
mr. grant duff,india,11
mr. grant duff,time,11
mr. grant duff,knew,10
mr. grant duff,germany,9
mr. grant duff,men,9
mr. grant duff,austrian,8
mr. grant duff,aberdeen,7
mr. grant duff,austria,7
mr. grant duff,feeling,7
mr. grant duff,country,6
mr. grant duff,england,6
mr. grant duff,german,6
mr. grant duff,college,5
mr. grant duff,council,5
mr. grant duff,old,5
mr. grant duff,people,5
mr. grant duff,scotch,5
mr. grant duff,scotland,5
mr. grant duff,system,5
mr. knatchbull-hugessen,church,49
mr. knatchbull-hugessen,government,43
mr. knatchbull-hugessen,rates,23
mr. knatchbull-hugessen,country,12
mr. knatchbull-hugessen,support,12
mr. knatchbull-hugessen,franchise,11
mr. knatchbull-hugessen,property,11
mr. knatchbull-hugessen,vote,11
mr. knatchbull-hugessen,liberal,10
mr. knatchbull-hugessen,hugessen,9
mr. knatchbull-hugessen,reform,9
mr. knatchbull-hugessen,borough,8
mr. knatchbull-hugessen,home,8
mr. knatchbull-hugessen,knatchbull,8
mr. knatchbull-hugessen,law,8
mr. knatchbull-hugessen,ministers,8
mr. knatchbull-hugessen,moved,8
mr. knatchbull-hugessen,parliament,8
mr. knatchbull-hugessen,reading,8
mr. knatchbull-hugessen,religion,8
the duke of argyll,government,888
the duke of argyll,india,451
the duke of argyll,country,272
the duke of argyll,parliament,258
the duke of argyll,time,221
the duke of argyll,system,204
the duke of argyll,public,174
the duke of argyll,lords,172
the duke of argyll,power,165
the duke of argyll,indian,158
the duke of argyll,duke,157
the duke of argyll,scotland,155
the duke of argyll,law,154
the duke of argyll,church,146
the duke of argyll,war,140
the duke of argyll,england,135
the duke of argyll,company,133
the duke of argyll,change,131
the duke of argyll,policy,131
the duke of argyll,duty,122
mr. chaplin,company,12
mr. chaplin,trains,12
mr. chaplin,railway,11
mr. chaplin,train,11
mr. chaplin,line,8
mr. chaplin,shareholders,8
mr. chaplin,conveyed,7
mr. chaplin,directors,7
mr. chaplin,pledge,6
mr. chaplin,time,6
mr. chaplin,government,5
mr. chaplin,traffic,5
mr. chaplin,western,5
mr. chaplin,accident,4
mr. chaplin,carried,4
mr. chaplin,power,4
mr. chaplin,south,4
mr. chaplin,started,4
mr. chaplin,000,3
mr. chaplin,15,3
mr. labouchere,government,581
mr. labouchere,country,471
mr. labouchere,trade,287
mr. labouchere,time,273
mr. labouchere,system,236
mr. labouchere,colony,220
mr. labouchere,public,200
mr. labouchere,british,179
mr. labouchere,colonies,172
mr. labouchere,000,165
mr. labouchere,year,147
mr. labouchere,duty,136
mr. labouchere,labouchere,131
mr. labouchere,important,126
mr. labouchere,parliament,123
mr. labouchere,received,112
mr. labouchere,interest,109
mr. labouchere,men,109
mr. labouchere,law,108
mr. labouchere,company,107
mr. hanbury,government,11
mr. hanbury,country,9
mr. hanbury,reform,8
mr. hanbury,measures,6
mr. hanbury,office,6
mr. hanbury,session,6
mr. hanbury,foreign,5
mr. hanbury,ministers,5
mr. hanbury,opposition,5
mr. hanbury,parliament,5
mr. hanbury,speech,5
mr. hanbury,confidence,4
mr. hanbury,conservative,4
mr. hanbury,india,4
mr. hanbury,institutions,4
mr. hanbury,liberal,4
mr. hanbury,men,4
mr. hanbury,rates,4
mr. hanbury,supported,4
mr. hanbury,throne,4
mr. wyndham,church,7
mr. wyndham,pope,7
mr. wyndham,country,5
mr. wyndham,england,4
mr. wyndham,rome,4
mr. wyndham,equity,3
mr. wyndham,political,3
mr. wyndham,aggression,2
mr. wyndham,argument,2
mr. wyndham,courtesy,2
mr. wyndham,durham,2
mr. wyndham,eloquence,2
mr. wyndham,excitement,2
mr. wyndham,existence,2
mr. wyndham,head,2
mr. wyndham,holy,2
mr. wyndham,humiliating,2
mr. wyndham,ignored,2
mr. wyndham,leapt,2
mr. fox,boats,2
mr. fox,allow,1
mr. fox,commissioner,1
mr. fox,employment,1
mr. fox,especially,1
mr. fox,extension,1
mr. fox,granted,1
mr. fox,induced,1
mr. fox,interfere,1
mr. fox,knew,1
mr. fox,licence,1
mr. fox,living,1
mr. fox,neighbourhood,1
mr. fox,occurred,1
mr. fox,opportunities,1
mr. fox,ornamental,1
mr. fox,park,1
mr. fox,permission,1
mr. fox,regent's,1
mr. fox,regret,1
the chancellor of the exchequer,000,5172
the chancellor of the exchequer,government,4148
the chancellor of the exchequer,duty,3029
the chancellor of the exchequer,year,2739
the chancellor of the exchequer,time,2361
the chancellor of the exchequer,country,2239
the chancellor of the exchequer,public,1843
the chancellor of the exchequer,tax,1664
the chancellor of the exchequer,revenue,1462
the chancellor of the exchequer,parliament,1258
the chancellor of the exchequer,duties,1095
the chancellor of the exchequer,1,1038
the chancellor of the exchequer,expenditure,995
the chancellor of the exchequer,system,969
the chancellor of the exchequer,income,955
the chancellor of the exchequer,england,946
the chancellor of the exchequer,circumstances,909
the chancellor of the exchequer,law,884
the chancellor of the exchequer,power,844
the chancellor of the exchequer,franchise,840
mr. sheridan,government,5
mr. sheridan,compounding,4
mr. sheridan,country,3
mr. sheridan,fire,3
mr. sheridan,metropolis,3
mr. sheridan,restore,3
mr. sheridan,stood,3
mr. sheridan,time,3
mr. sheridan,alterations,2
mr. sheridan,carrying,2
mr. sheridan,clauses,2
mr. sheridan,companies,2
mr. sheridan,disposed,2
mr. sheridan,france,2
mr. sheridan,funds,2
mr. sheridan,gentleman's,2
mr. sheridan,hands,2
mr. sheridan,importance,2
mr. sheridan,impression,2
mr. sheridan,left,2
sir charles dilke,trade,9
sir charles dilke,poor,8
sir charles dilke,law,6
sir charles dilke,sick,6
sir charles dilke,free,5
sir charles dilke,st,5
sir charles dilke,government,4
sir charles dilke,kensington,4
sir charles dilke,20,3
sir charles dilke,asylum,3
sir charles dilke,communication,3
sir charles dilke,land,3
sir charles dilke,line,3
sir charles dilke,payers,3
sir charles dilke,rate,3
sir charles dilke,workhouse,3
sir charles dilke,16,2
sir charles dilke,accommodation,2
sir charles dilke,american,2
sir charles dilke,atlantic,2
mr. adam,india,36
mr. adam,admiralty,18
mr. adam,indian,16
mr. adam,government,15
mr. adam,hospital,14
mr. adam,beg,12
mr. adam,governor,12
mr. adam,servants,11
mr. adam,civil,10
mr. adam,commissioners,9
mr. adam,council,9
mr. adam,covenanted,9
mr. adam,country,8
mr. adam,court,8
mr. adam,elphinstone,8
mr. adam,moved,8
mr. adam,native,8
mr. adam,tax,8
mr. adam,trusted,8
mr. whitbread,men,72
mr. whitbread,government,58
mr. whitbread,admiralty,51
mr. whitbread,army,44
mr. whitbread,system,43
mr. whitbread,time,37
mr. whitbread,officers,35
mr. whitbread,country,33
mr. whitbread,year,32
mr. whitbread,baronet,26
mr. whitbread,commission,26
mr. whitbread,ships,26
mr. whitbread,power,22
mr. whitbread,boys,21
mr. whitbread,navy,21
mr. whitbread,pay,20
mr. whitbread,soldier,20
mr. whitbread,iron,19
mr. whitbread,work,19
mr. whitbread,boroughs,17
mr. vansittart,india,210
mr. vansittart,indian,94
mr. vansittart,government,92
mr. vansittart,council,88
mr. vansittart,000,82
mr. vansittart,baronet,79
mr. vansittart,civil,62
mr. vansittart,country,55
mr. vansittart,year,54
mr. vansittart,tax,44
mr. vansittart,men,43
mr. vansittart,legislative,41
mr. vansittart,governor,38
mr. vansittart,calcutta,37
mr. vansittart,financial,35
mr. vansittart,native,35
mr. vansittart,time,35
mr. vansittart,system,34
mr. vansittart,european,30
mr. vansittart,bengal,29
mr. speaker,time,114
mr. speaker,debate,109
mr. speaker,notice,109
mr. speaker,read,88
mr. speaker,discussion,87
mr. speaker,rule,75
mr. speaker,words,73
mr. speaker,move,68
mr. speaker,rules,66
mr. speaker,resolution,65
mr. speaker,chair,59
mr. speaker,adjournment,56
mr. speaker,competent,53
mr. speaker,explanation,52
mr. speaker,instruction,51
mr. speaker,leave,51
mr. speaker,bills,49
mr. speaker,moved,49
mr. speaker,power,49
mr. speaker,public,46
the speaker,church,1
the speaker,concluded,1
the speaker,debates,1
the speaker,discuss,1
the speaker,explanation,1
the speaker,irish,1
the speaker,past,1
the speaker,possession,1
the speaker,remarks,1
the speaker,reserve,1
earl grey,government,1104
earl grey,parliament,624
earl grey,country,559
earl grey,time,496
earl grey,ireland,365
earl grey,church,343
earl grey,war,339
earl grey,power,325
earl grey,system,318
earl grey,law,298
earl grey,people,291
earl grey,public,284
earl grey,lords,263
earl grey,policy,251
earl grey,men,228
earl grey,measures,219
earl grey,commons,210
earl grey,year,208
earl grey,manner,199
earl grey,treaty,199
mr. western,country,21
mr. western,government,13
mr. western,speech,12
mr. western,home,6
mr. western,mexico,6
mr. western,address,5
mr. western,conduct,5
mr. western,manner,5
mr. western,people,5
mr. western,shown,5
mr. western,000,4
mr. western,doubt,4
mr. western,expressed,4
mr. western,feeling,4
mr. western,high,4
mr. western,power,4
mr. western,public,4
mr. western,required,4
mr. western,royal,4
mr. western,time,4
the lord advocate,scotland,330
the lord advocate,time,196
the lord advocate,government,188
the lord advocate,law,173
the lord advocate,country,170
the lord advocate,edinburgh,165
the lord advocate,system,142
the lord advocate,year,138
the lord advocate,schools,134
the lord advocate,public,114
the lord advocate,000,111
the lord advocate,scotch,103
the lord advocate,property,91
the lord advocate,education,88
the lord advocate,advocate,83
the lord advocate,commissioners,82
the lord advocate,office,82
the lord advocate,doubt,81
the lord advocate,deal,80
the lord advocate,wilde,78
mr. attorney general,accuracy,1
mr. attorney general,hope,1
mr. attorney general,importance,1
mr. attorney general,introduce,1
mr. attorney general,introduced,1
mr. attorney general,positively,1
mr. attorney general,preparation,1
mr. attorney general,primary,1
mr. attorney general,reason,1
mr. attorney general,session,1
mr. denman,government,175
mr. denman,law,162
mr. denman,evidence,104
mr. denman,time,92
mr. denman,tax,75
mr. denman,country,69
mr. denman,people,68
mr. denman,baron,67
mr. denman,public,66
mr. denman,de,58
mr. denman,parliament,53
mr. denman,000,52
mr. denman,court,51
mr. denman,duty,51
mr. denman,words,51
mr. denman,british,50
mr. denman,treaty,49
mr. denman,argument,48
mr. denman,vote,46
mr. denman,bode,45
the lord chancellor,law,951
the lord chancellor,court,756
the lord chancellor,time,604
the lord chancellor,lords,412
the lord chancellor,church,406
the lord chancellor,courts,394
the lord chancellor,government,375
the lord chancellor,parliament,367
the lord chancellor,judges,341
the lord chancellor,power,306
the lord chancellor,judge,301
the lord chancellor,property,297
the lord chancellor,commons,296
the lord chancellor,country,284
the lord chancellor,justice,272
the lord chancellor,000,269
the lord chancellor,ireland,259
the lord chancellor,year,255
the lord chancellor,bankruptcy,241
the lord chancellor,commissioners,233
mr. hume,cattle,3
mr. hume,ireland,3
mr. hume,beg,2
mr. hume,foreign,2
mr. hume,gamgee,2
mr. hume,government,2
mr. hume,hoped,2
mr. hume,imported,2
mr. hume,laid,2
mr. hume,lose,2
mr. hume,loss,2
mr. hume,professor,2
mr. hume,progress,2
mr. hume,session,2
mr. hume,six,2
mr. hume,statements,2
mr. hume,table,2
mr. hume,1862,1
mr. hume,23,1
mr. hume,24,1
the solicitor-general,government,33
the solicitor-general,franchise,30
the solicitor-general,fitness,14
the solicitor-general,numbers,12
the solicitor-general,suffrage,12
the solicitor-general,7,11
the solicitor-general,redistribution,11
the solicitor-general,seats,10
the solicitor-general,constitution,9
the solicitor-general,country,9
the solicitor-general,political,9
the solicitor-general,reduction,9
the solicitor-general,1832,8
the solicitor-general,class,8
the solicitor-general,favour,8
the solicitor-general,supremacy,8
the solicitor-general,10,7
the solicitor-general,argument,7
the solicitor-general,eternal,7
mr. harvey,metropolis,48
mr. harvey,metropolitan,35
mr. harvey,railway,29
mr. harvey,works,28
mr. harvey,poor,26
mr. harvey,time,26
mr. harvey,london,25
mr. harvey,public,23
mr. harvey,government,22
mr. harvey,police,21
mr. harvey,beg,19
mr. harvey,law,17
mr. harvey,ratepayers,16
mr. harvey,session,16
mr. harvey,money,15
mr. harvey,marylebone,14
mr. harvey,men,14
mr. harvey,rates,14
mr. harvey,city,13
mr. harvey,officers,13
the bishop of exeter,church,24
the bishop of exeter,law,21
the bishop of exeter,clergyman,13
the bishop of exeter,bishop,12
the bishop of exeter,duty,12
the bishop of exeter,parliament,11
the bishop of exeter,commission,10
the bishop of exeter,ecclesiastical,10
the bishop of exeter,ordinances,10
the bishop of exeter,power,9
the bishop of exeter,time,9
the bishop of exeter,authority,8
the bishop of exeter,days,8
the bishop of exeter,jurisdiction,8
the bishop of exeter,bound,7
the bishop of exeter,ornaments,7
the bishop of exeter,commissioners,6
the bishop of exeter,country,6
the bishop of exeter,east,6
the bishop of exeter,exeter,6
lord brougham,000,133
lord brougham,government,129
lord brougham,trade,104
lord brougham,slave,102
lord brougham,country,98
lord brougham,law,87
lord brougham,time,69
lord brougham,courts,55
lord brougham,war,53
lord brougham,conduct,52
lord brougham,court,50
lord brougham,year,49
lord brougham,commons,48
lord brougham,important,48
lord brougham,people,48
lord brougham,spanish,46
lord brougham,men,44
lord brougham,parliament,44
lord brougham,brougham,42
lord brougham,cuba,42
sir robert peel,ireland,870
sir robert peel,government,786
sir robert peel,country,545
sir robert peel,000,440
sir robert peel,year,340
sir robert peel,time,312
sir robert peel,people,240
sir robert peel,system,236
sir robert peel,law,232
sir robert peel,france,221
sir robert peel,poor,196
sir robert peel,county,184
sir robert peel,irish,183
sir robert peel,schools,179
sir robert peel,england,165
sir robert peel,roman,162
sir robert peel,men,159
sir robert peel,savoy,149
sir robert peel,received,147
sir robert peel,europe,146
lord stanley,government,500
lord stanley,time,311
lord stanley,country,184
lord stanley,power,153
lord stanley,public,147
lord stanley,law,141
lord stanley,parliament,141
lord stanley,office,139
lord stanley,doubt,138
lord stanley,system,133
lord stanley,war,130
lord stanley,received,129
lord stanley,india,127
lord stanley,men,107
