n,sentiment,decade,grammatical_collocates
15,Negative,1830,poor tenant
27,Negative,1830,small tenements
2,Negative,1830,liable tenant
1,Negative,1830,false leases
14,Negative,1830,low rent
1,Negative,1820,disputed land
1,Negative,1830,oppressive property
1,Negative,1830,bankrupt property
3,Negative,1830,few landlords
1,Negative,1830,excluded tenants
2,Negative,1830,lowest subaltern
10,Negative,1830,low rents
17,Negative,1830,foreign land
1,Negative,1830,cruel landlords
5,Negative,1830,unfortunate tenant
1,Negative,1830,falling rent
7,Negative,1830,gross rental
3,Negative,1830,mere tenants
1,Negative,1830,insolvent tenant
9,Negative,1830,due rent
3,Negative,1830,concerned property
2,Negative,1830,hard landlords
1,Negative,1830,mere vassal
3,Negative,1830,due rents
1,Negative,1820,little tenants
1,Negative,1820,subject property
5,Negative,1830,bad tenants
10,Negative,1830,small allotments
3,Negative,1830,average rents
32,Negative,1830,small property
1,Negative,1820,disagreeable tenant
6,Negative,1830,irish absentees
30,Negative,1830,other lands
4,Negative,1830,bad tenant
1,Negative,1820,suffering land
23,Negative,1830,poor land
14,Negative,1830,bad land
14,Negative,1830,poor lands
1,Negative,1820,distressed tenantry
2,Negative,1830,evil absenteeism
1,Negative,1820,miserable property
4,Negative,1830,small landowners
9,Negative,1830,average rent
2,Negative,1830,other landholders
1,Negative,1830,other chattels
1,Negative,1820,false rents
1,Negative,1820,bad landlord
1,Negative,1830,ignorant tenant
1,Negative,1820,redundant land
2,Negative,1830,military absentees
5,Negative,1830,stolen property
1,Negative,1830,cruel landlord
21,Negative,1830,long leases
5,Negative,1830,other leases
1,Negative,1830,mere rents
3,Negative,1830,many absentees
1,Negative,1820,least land
3,Negative,1830,ancient feuds
1,Negative,1830,poorest tenant
10,Negative,1830,other land
3,Negative,1830,harsh landlords
5,Negative,1830,bad landlords
3,Negative,1830,harsh landlord
6,Negative,1830,poor tenantry
1,Negative,1830,constant absentee
5,Negative,1830,little land
3,Negative,1830,less property
38,Negative,1830,little property
9,Negative,1830,religious feuds
3,Negative,1830,poorer tenants
13,Negative,1830,poor tenants
5,Negative,1830,common property
1,Negative,1830,distressed landholder
14,Negative,1830,single tenant
1,Negative,1830,miserable tenant
1,Negative,1830,severe landlord
2,Negative,1830,long leaseholders
18,Negative,1830,foreign lands
1,Negative,1830,long leaseholds
1,Negative,1830,few leases
1,Negative,1830,more absentees
1,Negative,1830,degrading property
7,Negative,1830,long lease
1,Negative,1830,concerned landlords
5,Negative,1830,small landholders
1,Negative,1830,afraid property
1,Negative,1830,down property
2,Negative,1830,oppressed tenantry
2,Negative,1830,wet lands
2,Negative,1830,poorer lands
2,Negative,1830,other landowners
15,Negative,1830,subject land
2,Negative,1830,liable lands
2,Negative,1830,liable property
1,Negative,1830,prejudicial property
1,Negative,1830,mere villeins
1,Negative,1830,other rent
2,Negative,1830,excessive rent
1,Negative,1830,lower rents
1,Negative,1830,culpable absentees
6,Negative,1830,mere property
3,Negative,1830,irish absentee
1,Negative,1830,hearted absentees
1,Negative,1830,bad lands
6,Negative,1830,distant land
1,Negative,1820,single tenant
5,Negative,1830,average rental
4,Negative,1830,small rent
1,Negative,1830,petty feuds
2,Negative,1830,unfortunate landholder
1,Negative,1830,other tenement
14,Negative,1830,other landlords
2,Negative,1830,lower rent
1,Negative,1830,few landowners
1,Negative,1830,paid absentees
1,Negative,1830,common tenants
3,Negative,1830,political feuds
4,Negative,1830,other landlord
2,Negative,1830,small tenantry
2,Negative,1830,small allotment
1,Negative,1830,prevent property
4,Negative,1830,small tenants
3,Negative,1830,small tenement
2,Negative,1830,mere rent
10,Negative,1830,unhappy land
4,Negative,1830,liable land
3,Negative,1830,oppressive landlord
1,Negative,1830,embarrassed landowner
4,Negative,1830,less rent
1,Negative,1830,poor allotments
1,Negative,1830,oppressed tenants
2,Negative,1830,small rents
2,Negative,1830,usual rent
1,Negative,1830,submissive tenantry
1,Negative,1830,negative property
1,Negative,1830,fraudulent lease
2,Negative,1830,mere tenant
1,Negative,1830,miserable tenements
1,Negative,1830,due landholders
1,Negative,1830,wasted land
1,Negative,1830,po- land
1,Negative,1830,afraid rents
1,Negative,1830,formidable absentee
4,Negative,1830,poorer tenantry
2,Negative,1830,distressed tenant
7,Negative,1830,bad landlord
1,Negative,1830,unfortunate landlord
1,Negative,1830,blind landlords
1,Negative,1830,unkind landlords
2,Negative,1830,former feuds
1,Negative,1830,absentee landlords
1,Negative,1830,unfortunate tenantry
1,Negative,1830,oppressive rents
2,Negative,1830,heartless landlord
1,Negative,1830,gross rents
1,Negative,1830,other leaseholders
3,Negative,1830,private feuds
2,Negative,1830,few landholders
1,Negative,1830,immoral landlords
1,Negative,1830,plain leases
2,Negative,1830,lowest landlord
1,Negative,1830,unforgiving landlord
1,Negative,1830,falling tenantry
1,Negative,1830,green lands
1,Negative,1830,renting absentees
2,Negative,1830,few tenants
3,Negative,1830,single lease
4,Negative,1830,small rentals
2,Negative,1830,other rents
1,Negative,1830,ordinary landmarks
1,Negative,1830,military subaltern
1,Negative,1830,unhappy tenants
2,Negative,1830,low lands
4,Negative,1830,heavy lands
1,Negative,1830,constant feuds
1,Negative,1830,grievous rent
1,Negative,1830,disputed property
1,Negative,1830,heartless landlords
1,Negative,1830,few inclosures
1,Negative,1830,cold land
1,Negative,1830,liable tenants
1,Negative,1830,oppressed vassals
1,Negative,1830,trembling landlord
2,Negative,1830,worse landlord
3,Negative,1830,other tenants
1,Negative,1830,ordinary rent
1,Negative,1830,other zemindars
1,Negative,1830,doubtful splendor
1,Negative,1830,few lands
1,Negative,1830,parochial feuds
1,Negative,1830,petty fogging
1,Negative,1830,habitual absentees
1,Negative,1830,single landlord
5,Negative,1830,common land
8,Negative,1830,distant lands
1,Negative,1830,contemptible rents
1,Negative,1830,conventional property
1,Negative,1830,idle absentees
2,Negative,1830,worst landlords
1,Negative,1830,worst landlord
1,Negative,1830,unjust property
2,Negative,1830,shameless property
1,Negative,1830,inferior tenement
1,Negative,1830,unnatural feuds
2,Negative,1830,bloody feuds
1,Negative,1830,destructive feuds
1,Negative,1830,little rent
1,Negative,1830,returned absentees
1,Negative,1830,little landlord
4,Negative,1830,heavy land
3,Negative,1830,unfortunate tenants
1,Negative,1830,unhappy tenant
2,Negative,1830,injured tenants
1,Negative,1830,previous occupancy
1,Negative,1830,insolvent property
7,Negative,1830,subject property
1,Negative,1830,distressed landowners
15,Negative,1830,common lands
1,Negative,1830,dispute property
1,Negative,1830,grossest villany
1,Negative,1830,half land
2,Negative,1830,small tenant
1,Negative,1830,unfortunate landowners
1,Negative,1830,lowest rents
1,Negative,1830,local feuds
2,Negative,1830,domestic feuds
1,Negative,1830,ungrateful spleen
1,Negative,1830,secret tenants
2,Negative,1830,tyrannical landlords
1,Negative,1830,such feuds
2,Negative,1830,existing feuds
2,Negative,1830,poor landholders
1,Negative,1830,dry land
1,Negative,1830,alleged dispossessing
1,Negative,1830,other eminent
1,Negative,1830,few absentees
1,Negative,1830,other landowner
1,Negative,1830,low land
2,Negative,1830,small landowner
2,Negative,1830,other tenant
1,Negative,1830,partial allotments
1,Negative,1830,long landlords
1,Negative,1830,distracted land
1,Negative,1830,inadequate allotment
1,Negative,1830,poorer landholders
2,Negative,1830,stiff lands
2,Negative,1830,average leases
1,Negative,1830,uncertain allotment
1,Negative,1830,factious feuds
1,Negative,1830,subject lease
1,Negative,1830,individual absentees
1,Negative,1830,poor landowner
1,Negative,1830,tyrannical landlord
2,Negative,1830,bloody landlords
1,Negative,1830,long feuds
2,Negative,1830,single tenement
1,Negative,1830,uncertain property
4,Negative,1830,subject lands
1,Negative,1830,unfit land
1,Negative,1830,anxious landlord
1,Negative,1830,spiritual absentees
1,Negative,1830,least property
1,Negative,1830,miserable tenement
1,Negative,1830,average allotment
1,Negative,1830,distressed tenants
1,Negative,1830,adverse property
2,Negative,1830,poor subaltern
2,Negative,1830,unsupported subaltern
2,Negative,1830,contingent property
1,Negative,1830,heavy rents
1,Negative,1830,struggling tenants
1,Negative,1830,liable landlords
1,Negative,1830,excessive rents
1,Negative,1830,other lessees
1,Negative,1830,insolvent tenants
2,Negative,1830,late tenant
1,Negative,1830,old feuds
1,Negative,1830,dishonest tenant
2,Negative,1830,injured landlord
1,Negative,1830,ordinary tenants
1,Negative,1830,oppressed land
1,Negative,1830,late property
1,Negative,1830,single property
1,Negative,1830,obnoxious tenant
1,Negative,1830,other chattel
1,Negative,1830,green land
1,Negative,1830,mere vassals
1,Negative,1840,heavy landlord
2,Negative,1840,other landholders
21,Negative,1840,poor lands
21,Negative,1840,poor land
16,Negative,1840,distant lands
1,Negative,1840,failing rents
15,Negative,1840,other land
1,Negative,1830,late eminent
1,Negative,1830,cold tenement
27,Negative,1840,long leases
1,Negative,1830,violent landlords
23,Negative,1840,foreign land
1,Negative,1830,forgetful land
1,Negative,1830,poor landholder
1,Negative,1840,single property
2,Negative,1840,previous occupancy
1,Negative,1830,petty landowners
119,Negative,1840,other property
1,Negative,1830,superannuated absentee
33,Negative,1840,small tenements
1,Negative,1830,heavy rent
1,Negative,1830,unemployed landholders
3,Negative,1830,ordinary land
4,Negative,1840,common property
1,Negative,1830,unhappy tenantry
1,Negative,1830,relentless landlords
1,Negative,1830,cruel rents
1,Negative,1830,mere landowners
1,Negative,1830,mere landlord
1,Negative,1830,indifferent land
1,Negative,1830,few renters
1,Negative,1840,desperate tenants
1,Negative,1830,wretched feuds
4,Negative,1840,disputed property
6,Negative,1840,poorer lands
3,Negative,1840,worst lands
16,Negative,1840,distant land
22,Negative,1840,little property
22,Negative,1840,foreign lands
35,Negative,1840,small tenants
2,Negative,1840,strange land
5,Negative,1840,mere occupancy
1,Negative,1830,miserable tenants
1,Negative,1830,starving tenants
1,Negative,1830,minor landlords
1,Negative,1830,worst tenants
1,Negative,1830,poor landlord
1,Negative,1830,small landlords
1,Negative,1830,common tenancy
6,Negative,1840,mere tenant
5,Negative,1840,other tenant
1,Negative,1840,persecuted tenants
1,Negative,1840,oppressive landlord
17,Negative,1840,small allotments
2,Negative,1840,low rents
1,Negative,1840,mere lease
1,Negative,1840,liable leaseholders
1,Negative,1840,small rentals
1,Negative,1840,few leases
5,Negative,1840,low rent
1,Negative,1840,needy landlord
39,Negative,1840,other lands
1,Negative,1840,mere vassal
1,Negative,1840,needy landlords
28,Negative,1840,poor tenants
1,Negative,1840,other lessee
1,Negative,1840,rebellious vassal
1,Negative,1840,severe rent
1,Negative,1840,possible feuds
1,Negative,1840,previous lease
6,Negative,1840,liable property
1,Negative,1840,miserable renter
1,Negative,1830,hereditary feuds
2,Negative,1840,unable tenant
6,Negative,1840,small rent
25,Negative,1840,small property
3,Negative,1840,other landowners
12,Negative,1840,due rent
8,Negative,1840,less rent
4,Negative,1840,harsh landlord
6,Negative,1840,mere property
1,Negative,1840,ruined landlords
1,Negative,1840,sanguinary feuds
1,Negative,1840,arrested landau
1,Negative,1840,angry feuds
1,Negative,1830,ecclesiastical feuds
13,Negative,1840,bad land
10,Negative,1840,inferior land
1,Negative,1840,excessive rents
4,Negative,1840,other landlord
1,Negative,1840,incapable land
1,Negative,1840,small tenement
1,Negative,1840,small leaseholders
12,Negative,1840,bad landlord
12,Negative,1840,poor tenant
2,Negative,1840,other rent
1,Negative,1830,single lessee
1,Negative,1830,reluctant landlords
2,Negative,1840,mere tenants
1,Negative,1840,casual tenants
3,Negative,1840,mere land
1,Negative,1840,less rents
1,Negative,1840,empty property;—in
5,Negative,1840,average rental
3,Negative,1840,poorer tenantry
17,Negative,1840,other landlords
8,Negative,1840,inferior lands
3,Negative,1840,bad lands
1,Negative,1840,brutal landlords
2,Negative,1840,poorest lands
8,Negative,1840,little land
2,Negative,1840,usual rent
2,Negative,1840,lower rents
1,Negative,1840,unprotected land
1,Negative,1840,disappointed spleen
3,Negative,1840,single tenant
6,Negative,1840,worst land
9,Negative,1840,long lease
9,Negative,1840,irish absentees
1,Negative,1840,real absentee
2,Negative,1840,heavy lands
1,Negative,1840,indifferent lands
1,Negative,1840,drained land
7,Negative,1840,subject property
3,Negative,1840,many absentees
1,Negative,1840,few tenements
8,Negative,1840,common land
2,Negative,1840,unsettled property
1,Negative,1840,petty landlords
16,Negative,1840,common lands
2,Negative,1840,unfortunate tenantry
2,Negative,1840,few tenants
2,Negative,1840,miserable tenants
1,Negative,1840,wet land
1,Negative,1840,needy tenants
13,Negative,1840,average rent
1,Negative,1840,litigious landlord
1,Negative,1840,adverse landlord
11,Negative,1840,other tenants
1,Negative,1840,cold landlords
1,Negative,1840,artificial rents
2,Negative,1840,bankrupt landlords
1,Negative,1840,oppressive rents
5,Negative,1840,small allotment
2,Negative,1840,heavy land
9,Negative,1840,unhappy land
9,Negative,1840,few landlords
1,Negative,1840,civil feuds
5,Negative,1840,poorer tenants
9,Negative,1840,stolen property
1,Negative,1840,previous tenant
1,Negative,1840,troublesome tenants
2,Negative,1840,disgraceful absentees
1,Negative,1840,ordinary lessees
1,Negative,1840,obnoxious rents
1,Negative,1840,bad property
1,Negative,1840,alleged property
12,Negative,1840,gross rental
1,Negative,1840,mere subalterns
1,Negative,1840,landed absentee
3,Negative,1840,dispossessed tenants
8,Negative,1840,poor tenantry
1,Negative,1840,worse land
1,Negative,1840,permanent absentees
1,Negative,1840,casual tenant
2,Negative,1840,excessive rent
1,Negative,1840,other tenements
1,Negative,1840,liable tenants
1,Negative,1840,gross property
1,Negative,1840,single tenement
1,Negative,1840,ordinary property
1,Negative,1840,late tenant
2,Negative,1840,heavy rent
1,Negative,1840,exempt lands
1,Negative,1840,feudal tenants
1,Negative,1840,previous tenants
2,Negative,1840,average rents
1,Negative,1840,tyrannical landlords
3,Negative,1840,religious feuds
1,Negative,1840,small lands
1,Negative,1840,political feuds
1,Negative,1840,foreign landlords
11,Negative,1840,small landowners
